1 ; 0.972087
2 ; 0.847112
3 ; 0.659978
4 ; 0.490057
5 ; 0.36894
6 ; 0.285529
7 ; 0.228149
8 ; 0.187509
9 ; 0.157008
10 ; 0.133824
11 ; 0.115546
12 ; 0.100639
13 ; 0.088437
14 ; 0.0783431
15 ; 0.0698576
16 ; 0.0627277
17 ; 0.05667
18 ; 0.0514428
19 ; 0.0468914
20 ; 0.0429241
21 ; 0.039442
22 ; 0.0363529
23 ; 0.0336348
24 ; 0.0312165
25 ; 0.0290628
26 ; 0.0271345
27 ; 0.0254194
28 ; 0.0238878
29 ; 0.0224925
30 ; 0.0212392
31 ; 0.0201131
32 ; 0.0190784
33 ; 0.0181229
34 ; 0.0172361
35 ; 0.0164077
36 ; 0.0156382
37 ; 0.0149209
38 ; 0.0142568
39 ; 0.0136423
40 ; 0.0130709
41 ; 0.0125304
42 ; 0.012018
43 ; 0.0115352
44 ; 0.0110729
45 ; 0.0106314
46 ; 0.0102166
47 ; 0.00982269
48 ; 0.00944688
49 ; 0.00909699
50 ; 0.00876867
51 ; 0.00845671
52 ; 0.00815784
53 ; 0.00787095
54 ; 0.0075943
55 ; 0.00732775
56 ; 0.00707345
57 ; 0.00683107
58 ; 0.0066009
59 ; 0.00638057
60 ; 0.00617072
61 ; 0.00597147
62 ; 0.00578306
63 ; 0.00560586
64 ; 0.0054389
65 ; 0.00527955
66 ; 0.0051269
67 ; 0.00498037
68 ; 0.0048404
69 ; 0.00470825
70 ; 0.00458397
71 ; 0.00446562
72 ; 0.00435074
73 ; 0.00423866
74 ; 0.00413011
75 ; 0.00402495
76 ; 0.00392337
77 ; 0.00382698
78 ; 0.00373499
79 ; 0.00364706
80 ; 0.00356236
81 ; 0.00348074
82 ; 0.00340309
83 ; 0.00332919
84 ; 0.00325799
85 ; 0.00319005
86 ; 0.0031252
87 ; 0.00306272
88 ; 0.00300248
89 ; 0.00294466
90 ; 0.00288916
91 ; 0.00283565
92 ; 0.00278456
93 ; 0.00273563
94 ; 0.00268837
95 ; 0.00264339
96 ; 0.00260076
97 ; 0.00256025
98 ; 0.0025214
99 ; 0.00248346
100 ; 0.00244588
101 ; 0.00240882
102 ; 0.00237269
103 ; 0.00233743
104 ; 0.00230265
105 ; 0.00226835
106 ; 0.00223506
107 ; 0.00220253
108 ; 0.00217062
109 ; 0.00213911
110 ; 0.0021082
111 ; 0.00207822
112 ; 0.00204937
113 ; 0.00202141
114 ; 0.0019939
115 ; 0.00196673
116 ; 0.00193983
117 ; 0.00191324
