1 ; 0.19826
2 ; 0.128903
3 ; 0.0753988
4 ; 0.0630343
5 ; 0.0418018
6 ; 0.0326807
7 ; 0.026621
8 ; 0.0232248
9 ; 0.0204544
10 ; 0.0193011
11 ; 0.0187584
12 ; 0.018463
13 ; 0.0181816
14 ; 0.0177252
15 ; 0.0169197
16 ; 0.0149758
17 ; 0.011192
18 ; 0.00631852
19 ; 0.00380396
20 ; 0.00255299
21 ; 0.00179562
22 ; 0.00142778
23 ; 0.00119242
24 ; 0.000992913
25 ; 0.000816466
26 ; 0.00058326
27 ; 0.000431287
28 ; 0.000318695
29 ; 0.000216395
30 ; 0.00013716
31 ; 9.41906e-05
32 ; 7.35221e-05
33 ; 5.51355e-05
34 ; 4.01434e-05
35 ; 2.73191e-05
36 ; 1.6326e-05
37 ; 9.04377e-06
38 ; 5.46001e-06
39 ; 2.89598e-06
40 ; 1.64526e-06
41 ; 1.14897e-06
42 ; 8.53327e-07
43 ; 6.73528e-07
44 ; 5.94878e-07
45 ; 4.994e-07
46 ; 3.96828e-07
47 ; 3.06855e-07
48 ; 2.0322e-07
49 ; 1.07127e-07
50 ; 5.10269e-08
51 ; 2.76587e-08
52 ; 1.60235e-08
53 ; 9.99675e-09
54 ; 6.27448e-09
55 ; 3.82389e-09
56 ; 1.87655e-09
57 ; 9.99765e-10
58 ; 5.59661e-10
59 ; 2.97649e-10
60 ; 1.4477e-10
61 ; 6.5153e-11
